Timestamp,TeamNum,TeamName,AccountId,PlayerName,PlatformName,Score,Goals,Assists,Saves,Shots,Demolishes,Pads,Boosts,BoostUsage,PossessionTime
2025-09-06_18-53-00,0,Blue,365357666083103742,OllieEverson,PS4,558,1,0,2,6,0,0,0,0,2:12
2025-09-06_18-53-00,1,Orange,9e8f72b9b88e456684a7efffe83401bc,Mithanne,Epic,1375,7,0,5,11,1,0,0,28.696,2:16
