Timestamp,TeamNum,TeamName,AccountId,PlayerName,PlatformName,Score,Goals,Assists,Saves,Shots,Demolishes,Pads,Boosts,BoostUsage,PossessionTime
2025-09-06_22-34-19,0,Blue,9e8f72b9b88e456684a7efffe83401bc,Mithanne,Epic,815,4,0,2,6,0,0,0,27.7607,1:55
2025-09-06_22-34-19,1,Orange,3d32a4b08a01421e84e141a27e1f02aa,Wasp. ツ,Epic,1093,6,0,2,9,2,0,0,0,2:36
