Timestamp,TeamNum,TeamName,AccountId,PlayerName,PlatformName,Score,Goals,Assists,Saves,Shots,Demolishes,Pads,Boosts,BoostUsage,PossessionTime
2025-09-06_19-12-41,0,Blue,8555705260796851457,Payw1k,PS4,204,0,0,0,6,0,0,0,0,1:22
2025-09-06_19-12-41,1,Orange,9e8f72b9b88e456684a7efffe83401bc,Mithanne,Epic,904,4,0,4,5,0,0,0,14.0836,1:10
