Timestamp,TeamNum,TeamName,AccountId,PlayerName,PlatformName,Score,Goals,Assists,Saves,Shots,Demolishes,Pads,Boosts,BoostUsage,PossessionTime
2025-09-07_10-52-30,0,Blue,ea8ad7feaf984253919098ce5c53390f,ARacheur2_92i,Epic,340,2,0,1,3,0,0,0,0,0:42
2025-09-07_10-52-30,1,Orange,9e8f72b9b88e456684a7efffe83401bc,Mithanne,Epic,184,1,0,0,2,1,0,0,8.51377,0:38
