Timestamp,TeamNum,TeamName,AccountId,PlayerName,PlatformName,Score,Goals,Assists,Saves,Shots,Demolishes,Pads,Boosts,BoostUsage,PossessionTime
2025-09-07_20-28-56,0,Blue,0798418d7bbe4c13a670bcbfb52934c0,TGreatMATT,Epic,496,2,0,2,4,2,0,0,0,1:30
2025-09-07_20-28-56,1,Orange,9e8f72b9b88e456684a7efffe83401bc,Mithanne,Epic,627,4,0,0,8,0,0,0,19.2702,1:32
