Timestamp,TeamNum,TeamName,AccountId,PlayerName,PlatformName,Score,Goals,Assists,Saves,Shots,Demolishes,Pads,Boosts,BoostUsage,PossessionTime
2025-09-06_22-42-44,0,Blue,9e8f72b9b88e456684a7efffe83401bc,Mithanne,Epic,1098,5,0,4,10,3,0,0,27.8223,2:21
2025-09-06_22-42-44,1,Orange,1219497607089189235,IdealLoon456,PS4,1255,6,0,4,11,0,0,0,0,2:40
