Timestamp,TeamNum,TeamName,AccountId,PlayerName,PlatformName,Score,Goals,Assists,Saves,Shots,Demolishes,Pads,Boosts,BoostUsage,PossessionTime
2025-09-06_18-45-31,0,Blue,9e8f72b9b88e456684a7efffe83401bc,Mithanne,Epic,417,1,0,3,4,0,0,0,3.5883,0:05
2025-09-06_18-45-31,1,Orange,2535462024548610,Turkzey,XboxOne,438,2,0,2,4,0,0,0,0,0:24
